# number of LED, resolution of motor encoder 
32, 380 
19 63 50 
30 84 67 
33 80 64 
30 75 59 
28 75 59 
32 81 65 
22 74 57 
27 76 60 
27 76 60 
25 74 58 
23 75 58 
33 87 70 
243 211 192 
242 211 196 
215 175 150 
40 78 60 
37 83 64 
44 101 80 
49 117 94 
52 135 110 
50 131 104 
63 153 123 
52 144 115 
67 160 131 
60 153 122 
41 133 104 
44 136 107 
42 121 94 
19 87 64 
33 90 69 
25 81 62 
34 97 81 
11 58 42 
37 84 68 
36 88 71 
37 80 65 
28 75 59 
32 81 65 
19 71 54 
31 80 64 
23 72 56 
27 76 60 
30 79 63 
28 80 63 
243 211 192 
242 211 196 
217 176 153 
40 78 60 
36 82 63 
46 103 82 
51 119 96 
55 138 113 
48 129 102 
62 152 122 
55 147 118 
64 157 128 
51 143 114 
38 130 101 
50 142 113 
40 119 92 
11 79 56 
19 76 55 
26 82 63 
35 98 82 
19 64 48 
31 78 62 
34 86 69 
27 70 55 
31 78 62 
30 82 65 
26 75 59 
28 82 65 
25 74 58 
30 79 63 
24 76 59 
26 78 61 
243 211 192 
242 211 196 
217 176 153 
40 78 60 
36 82 63 
47 104 83 
50 120 97 
58 141 116 
45 129 101 
61 151 121 
60 152 123 
56 149 120 
51 143 114 
27 119 90 
55 147 118 
50 129 102 
30 95 73 
27 84 63 
34 90 71 
33 98 82 
8 55 39 
36 83 67 
34 81 65 
34 77 62 
37 84 68 
31 83 66 
25 74 58 
27 79 62 
21 70 54 
21 73 56 
25 77 60 
28 80 63 
243 211 192 
242 211 196 
217 176 153 
40 78 60 
36 82 63 
47 104 83 
54 122 99 
60 143 118 
50 134 106 
52 142 112 
58 150 121 
55 148 119 
44 136 107 
40 132 103 
45 137 108 
36 115 88 
31 99 76 
24 81 60 
29 85 66 
35 100 84 
10 57 41 
31 78 62 
40 85 69 
30 73 58 
35 82 66 
29 81 64 
23 72 56 
28 80 63 
23 70 54 
26 78 61 
24 76 59 
24 76 59 
244 213 192 
243 210 194 
218 177 154 
40 78 60 
36 82 63 
45 104 83 
66 134 111 
57 140 115 
57 141 113 
50 140 110 
56 148 119 
56 149 120 
48 139 113 
55 147 118 
57 149 120 
37 116 89 
15 83 60 
26 83 62 
28 84 65 
36 99 83 
12 57 41 
31 78 62 
35 78 63 
28 71 56 
28 75 59 
37 89 72 
21 70 54 
26 80 63 
22 67 51 
27 81 64 
22 74 57 
30 77 61 
244 213 192 
243 210 194 
218 177 154 
41 79 61 
35 81 62 
46 105 84 
62 132 109 
55 138 113 
57 141 113 
49 139 109 
56 148 119 
55 148 121 
55 148 121 
55 148 121 
53 143 114 
35 107 84 
23 87 65 
24 80 59 
24 80 59 
34 99 83 
15 55 43 
33 82 66 
41 84 69 
26 73 57 
36 81 65 
30 82 65 
27 76 60 
24 79 62 
19 64 48 
30 84 67 
21 75 58 
24 76 59 
244 213 192 
243 210 194 
219 178 156 
41 79 61 
35 81 62 
47 106 85 
59 127 104 
54 137 112 
54 141 113 
53 141 111 
52 144 115 
54 147 118 
62 155 126 
54 147 120 
54 144 115 
43 115 92 
40 105 83 
28 84 63 
29 85 64 
40 103 87 
27 67 55 
40 89 73 
32 75 60 
27 74 58 
26 71 55 
27 79 62 
18 67 51 
24 79 62 
21 66 50 
22 76 59 
26 75 59 
28 80 63 
244 213 192 
245 211 195 
219 178 156 
41 79 61 
35 81 62 
46 108 86 
59 127 104 
59 137 113 
52 139 111 
59 147 117 
50 140 111 
50 143 114 
52 145 116 
64 155 129 
53 143 114 
31 105 81 
33 98 76 
30 86 65 
19 75 54 
33 95 77 
14 54 42 
33 80 64 
26 71 55 
31 78 62 
32 77 61 
29 81 64 
20 69 53 
22 77 60 
23 68 52 
31 85 68 
25 72 56 
32 79 63 
244 213 192 
245 211 195 
219 178 156 
41 79 61 
35 81 62 
46 108 86 
61 129 106 
57 135 111 
50 137 109 
61 149 119 
56 146 117 
48 141 112 
62 155 126 
61 152 126 
43 135 106 
41 118 91 
29 94 72 
40 96 75 
27 83 62 
37 97 79 
12 52 40 
30 77 61 
24 69 53 
33 80 64 
33 78 62 
31 83 66 
16 63 47 
29 78 62 
31 76 60 
24 78 61 
21 66 50 
26 75 59 
244 213 192 
245 211 195 
219 178 156 
41 79 61 
34 83 63 
44 108 86 
57 125 102 
60 138 114 
51 138 110 
61 151 121 
45 135 106 
50 143 114 
62 155 126 
65 156 130 
52 144 115 
43 120 93 
25 90 68 
45 101 80 
30 87 66 
38 98 80 
20 64 51 
27 79 62 
33 74 59 
31 76 60 
27 72 56 
37 89 72 
22 71 55 
29 83 66 
33 78 62 
28 82 65 
19 66 50 
29 78 62 
244 212 193 
248 212 194 
216 176 157 
41 81 63 
32 83 63 
46 110 88 
59 127 104 
62 143 118 
50 140 111 
61 154 123 
43 133 104 
51 144 115 
65 158 129 
54 143 117 
53 146 117 
42 121 94 
20 88 65 
29 85 64 
35 92 71 
47 108 88 
17 64 48 
28 80 63 
32 73 58 
36 81 65 
32 77 61 
34 86 69 
29 78 62 
29 83 66 
29 76 60 
31 85 68 
31 78 62 
25 74 58 
244 212 193 
248 212 194 
216 176 157 
41 81 63 
36 85 65 
47 111 89 
62 130 107 
52 133 108 
54 144 115 
51 145 114 
53 143 114 
51 144 115 
74 167 138 
45 134 108 
42 135 106 
42 121 94 
26 91 69 
41 98 77 
28 85 64 
36 97 77 
22 69 53 
28 80 63 
29 70 55 
29 74 58 
30 75 59 
37 91 74 
28 80 63 
24 76 59 
26 75 59 
26 80 63 
24 73 57 
25 74 58 
244 212 193 
248 212 194 
213 173 154 
41 81 63 
35 84 64 
49 113 91 
61 129 106 
44 122 98 
51 141 112 
55 149 118 
56 146 117 
43 136 107 
52 145 116 
54 143 117 
52 146 115 
45 130 102 
24 89 67 
34 91 70 
29 85 64 
25 84 64 
24 76 59 
24 76 59 
33 74 59 
36 83 67 
29 74 58 
26 78 61 
28 80 63 
22 71 55 
31 83 66 
25 77 60 
22 71 55 
21 70 54 
244 212 193 
249 213 195 
213 173 154 
42 82 64 
35 84 64 
50 114 92 
54 124 101 
37 115 91 
45 137 108 
50 143 112 
46 133 105 
47 140 111 
65 160 133 
45 134 108 
50 144 113 
48 133 105 
48 112 90 
29 86 65 
23 79 58 
38 94 75 
19 71 54 
32 84 67 
23 64 49 
36 85 69 
25 68 53 
35 84 68 
27 81 64 
24 73 57 
23 77 60 
24 76 59 
28 77 61 
27 76 60 
244 212 193 
249 213 195 
224 170 153 
42 82 64 
34 83 63 
46 110 88 
50 120 97 
33 111 87 
46 133 105 
53 146 115 
50 137 109 
46 146 118 
55 150 123 
43 132 106 
52 146 115 
38 122 94 
23 82 61 
36 93 72 
29 86 65 
34 90 71 
42 97 80 
42 89 73 
25 68 53 
36 85 69 
33 76 61 
29 81 64 
34 88 71 
31 78 62 
27 81 64 
22 74 57 
24 73 57 
23 75 58 
244 212 193 
249 213 195 
224 170 153 
42 82 64 
32 81 61 
48 110 88 
56 128 105 
31 109 85 
45 135 106 
49 139 109 
48 135 107 
49 149 121 
68 165 138 
49 138 112 
52 146 115 
40 124 96 
38 97 76 
43 100 79 
31 87 66 
37 93 74 
41 103 85 
39 86 70 
32 77 61 
30 79 63 
35 78 63 
38 90 73 
34 89 72 
18 67 51 
36 85 69 
19 68 52 
34 83 67 
19 71 54 
238 205 185 
247 214 195 
222 172 152 
43 83 65 
32 81 61 
48 112 90 
54 126 103 
47 125 101 
47 134 106 
52 142 113 
48 135 107 
63 163 135 
62 159 132 
43 132 106 
59 152 123 
38 123 95 
32 94 72 
48 107 86 
37 90 70 
43 99 80 
41 103 85 
41 88 72 
29 76 60 
36 85 69 
33 76 61 
30 77 61 
30 85 68 
21 73 56 
29 78 62 
28 77 61 
27 76 60 
17 69 52 
238 205 185 
247 214 195 
222 172 152 
42 80 62 
32 81 61 
47 111 89 
52 124 101 
62 140 116 
60 144 119 
51 143 114 
44 131 103 
46 148 120 
65 162 135 
59 148 122 
58 151 122 
43 128 100 
47 111 89 
40 99 78 
39 92 72 
41 98 77 
43 105 87 
36 81 65 
25 72 56 
31 78 62 
29 74 58 
31 78 62 
27 81 64 
18 72 55 
27 76 60 
25 74 58 
31 80 64 
20 74 57 
238 205 185 
247 214 195 
222 172 152 
44 82 64 
36 85 65 
47 111 89 
50 122 99 
62 140 116 
56 143 115 
51 141 112 
52 139 111 
57 159 131 
59 156 129 
61 150 124 
60 153 124 
56 141 113 
48 112 90 
40 99 78 
35 88 68 
36 93 72 
33 92 72 
31 76 60 
31 78 62 
31 74 59 
31 78 62 
32 79 63 
33 87 70 
33 87 70 
33 80 64 
25 80 63 
23 75 58 
24 71 55 
238 205 185 
247 214 195 
220 174 156 
44 82 64 
34 83 63 
45 107 85 
48 120 97 
62 140 116 
46 133 105 
49 139 110 
56 143 115 
53 155 127 
54 151 124 
52 141 115 
53 146 117 
54 139 111 
49 114 92 
40 102 80 
38 91 71 
36 93 72 
28 84 65 
29 76 60 
32 81 65 
28 71 56 
32 84 67 
31 78 62 
36 90 73 
31 85 68 
30 75 59 
23 81 63 
28 77 61 
22 67 51 
238 205 185 
247 214 198 
220 174 156 
45 83 65 
35 84 64 
43 105 83 
49 121 98 
36 115 88 
58 143 115 
46 136 107 
53 140 112 
56 158 130 
46 143 116 
53 144 118 
36 129 100 
48 135 107 
34 102 79 
45 107 85 
33 89 68 
32 84 66 
29 83 66 
9 54 38 
27 79 62 
24 67 52 
29 84 67 
20 67 51 
39 93 76 
28 82 65 
19 64 48 
31 89 71 
25 77 60 
16 65 49 
238 205 185 
247 214 198 
217 177 158 
46 84 66 
35 84 64 
43 105 83 
49 121 98 
40 119 92 
59 144 116 
48 138 109 
48 135 107 
56 158 130 
50 145 118 
61 152 126 
50 143 114 
58 150 121 
40 110 87 
38 100 78 
32 89 68 
26 78 60 
22 76 59 
18 59 44 
29 78 62 
42 85 70 
35 88 74 
28 73 57 
38 90 73 
31 85 68 
26 73 57 
32 87 70 
31 83 66 
18 65 49 
238 205 185 
247 214 198 
217 177 158 
46 84 66 
36 85 65 
45 107 85 
48 122 98 
44 123 96 
51 136 108 
47 137 108 
56 143 115 
58 160 132 
52 145 118 
62 153 127 
50 143 114 
53 145 116 
37 107 84 
41 103 81 
34 91 70 
31 83 65 
28 82 65 
15 58 43 
26 78 61 
24 73 59 
41 92 78 
33 76 63 
32 84 67 
30 85 68 
20 69 53 
32 86 69 
24 76 59 
23 72 56 
238 196 177 
242 212 195 
222 172 152 
43 81 63 
45 91 72 
43 105 83 
45 117 94 
57 136 109 
51 135 107 
51 141 112 
60 150 121 
66 168 140 
49 144 117 
64 155 129 
60 153 126 
53 146 117 
50 124 100 
37 99 77 
31 88 67 
29 81 63 
39 93 76 
17 60 45 
32 81 67 
30 81 67 
22 73 59 
22 65 52 
26 73 57 
29 83 66 
30 82 65 
26 75 59 
25 79 62 
30 79 63 
238 196 177 
242 212 195 
222 172 152 
43 81 63 
45 91 72 
44 106 84 
47 119 96 
55 134 107 
50 134 106 
55 145 116 
58 151 122 
73 173 145 
66 161 134 
47 140 113 
63 156 129 
56 149 120 
42 118 94 
35 94 73 
29 84 65 
30 83 63 
28 80 62 
43 97 80 
39 85 72 
27 78 64 
24 70 57 
22 65 52 
26 69 54 
35 89 72 
28 82 65 
26 75 59 
25 80 63 
25 77 60 
238 196 177 
242 212 195 
215 168 147 
43 81 63 
45 91 72 
43 105 83 
47 119 96 
59 137 113 
56 140 112 
54 144 115 
51 148 121 
71 171 143 
65 160 133 
46 139 112 
49 142 115 
48 141 110 
40 117 90 
27 86 65 
33 88 69 
28 80 62 
33 82 66 
55 110 93 
46 90 77 
30 79 65 
31 74 59 
36 81 65 
28 73 57 
32 86 69 
36 88 71 
28 77 61 
28 83 66 
25 77 60 
238 196 177 
241 211 194 
215 168 147 
43 81 63 
49 95 76 
51 110 89 
49 121 98 
55 133 109 
58 142 114 
50 137 109 
56 156 128 
68 165 138 
55 150 123 
49 142 115 
52 145 116 
49 142 111 
33 112 85 
44 106 84 
38 93 74 
28 77 61 
26 75 59 
32 87 70 
39 82 67 
36 83 67 
36 79 64 
39 84 68 
27 72 56 
28 80 63 
30 84 67 
25 77 60 
30 88 70 
25 77 60 
238 196 177 
241 211 194 
215 168 147 
44 82 64 
49 95 76 
51 110 89 
50 122 99 
60 138 114 
57 141 113 
44 128 103 
55 155 127 
54 151 124 
51 146 119 
61 154 127 
68 161 134 
40 133 102 
41 125 97 
40 102 80 
33 92 71 
28 77 61 
35 84 68 
25 79 62 
25 64 49 
31 80 64 
32 75 60 
34 79 63 
18 63 47 
26 73 57 
28 80 63 
19 71 54 
27 81 64 
26 78 61 
238 196 177 
241 211 194 
207 161 143 
44 82 64 
50 96 77 
55 114 93 
51 123 100 
60 138 114 
61 146 118 
50 134 106 
60 160 132 
55 152 125 
53 144 118 
62 155 128 
61 154 127 
42 134 105 
43 127 99 
34 99 77 
38 100 78 
33 82 66 
27 74 58 
29 81 64 
32 71 56 
30 79 65 
31 74 59 
34 77 62 
29 68 53 
29 74 58 
34 86 69 
31 80 64 
18 70 53 
30 84 67 
238 196 177 
241 211 194 
218 162 143 
44 82 64 
50 96 77 
52 111 90 
50 122 99 
56 134 110 
44 128 100 
50 134 106 
67 164 137 
52 147 120 
58 151 124 
55 148 121 
63 156 129 
50 142 113 
39 123 95 
44 115 89 
37 99 77 
29 81 64 
28 75 59 
35 87 69 
36 81 65 
34 80 67 
32 75 60 
29 72 57 
46 89 74 
29 74 58 
22 74 57 
29 81 64 
28 80 63 
34 88 71 
233 186 165 
239 206 190 
213 157 138 
44 82 64 
48 93 74 
50 112 90 
46 118 95 
56 134 110 
47 125 101 
56 140 112 
63 160 133 
63 156 129 
48 145 118 
51 144 117 
48 141 114 
55 148 119 
55 140 112 
35 106 80 
43 105 81 
34 89 70 
33 78 61 
33 83 65 
27 76 60 
41 85 72 
35 83 65 
34 77 62 
29 74 58 
26 73 57 
31 80 64 
25 80 63 
19 68 52 
25 80 63 
233 186 165 
238 201 187 
213 157 138 
46 84 66 
48 93 74 
47 106 85 
46 118 95 
51 129 105 
45 121 97 
46 130 102 
63 160 133 
56 149 122 
50 150 122 
55 148 121 
52 145 118 
53 146 117 
48 138 108 
36 110 84 
47 112 90 
35 91 72 
18 63 46 
33 83 65 
42 100 82 
42 85 72 
29 79 61 
37 80 65 
38 81 66 
24 65 50 
38 85 69 
29 83 66 
28 73 57 
25 74 58 
233 186 165 
238 201 187 
214 158 139 
46 84 66 
48 93 74 
47 109 87 
50 120 97 
51 129 105 
61 137 113 
43 127 99 
57 154 127 
57 148 122 
56 156 128 
77 170 143 
59 152 125 
46 142 112 
50 143 112 
43 120 93 
49 114 92 
22 81 61 
15 63 45 
38 86 68 
42 100 82 
35 73 61 
28 80 62 
37 80 65 
35 78 63 
25 64 49 
30 75 59 
37 82 66 
22 71 55 
24 73 57 
233 186 165 
239 202 188 
229 168 148 
45 83 65 
42 87 68 
44 103 82 
51 121 98 
40 121 96 
63 139 115 
49 134 106 
58 155 128 
62 153 127 
47 149 121 
56 149 122 
46 135 109 
42 140 110 
43 136 105 
41 120 93 
36 100 78 
37 96 75 
36 86 68 
26 74 56 
27 81 64 
30 66 54 
32 84 67 
30 77 61 
36 79 64 
25 66 51 
37 82 66 
31 78 62 
33 82 66 
19 71 54 
233 186 165 
239 202 188 
229 168 148 
45 83 65 
42 87 68 
44 103 82 
53 123 100 
43 124 99 
57 133 109 
49 133 105 
49 146 119 
62 153 127 
70 170 142 
46 141 114 
62 151 125 
48 148 118 
48 142 111 
47 128 101 
33 98 76 
40 99 78 
35 85 67 
26 71 54 
27 79 62 
38 74 62 
37 88 74 
32 81 65 
40 83 68 
36 83 67 
24 65 50 
30 77 61 
29 78 62 
25 77 60 
233 186 165 
239 202 188 
231 168 148 
41 80 64 
42 84 66 
46 108 86 
50 120 97 
41 119 95 
59 135 111 
46 130 102 
49 146 119 
62 153 127 
73 170 143 
59 156 129 
60 149 123 
63 163 135 
54 146 117 
48 132 104 
40 105 83 
32 91 70 
33 88 69 
30 78 60 
33 80 64 
28 74 61 
39 83 70 
29 78 62 
31 74 59 
31 78 62 
22 63 48 
40 85 69 
38 85 69 
25 77 60 
233 186 165 
239 202 188 
231 168 148 
41 80 64 
40 85 66 
42 99 78 
50 118 95 
44 118 94 
56 132 108 
41 125 100 
44 141 114 
46 139 112 
60 155 128 
58 153 126 
48 137 111 
58 158 130 
51 143 114 
40 125 97 
34 102 77 
55 114 93 
41 97 78 
26 71 54 
29 74 58 
38 93 78 
26 64 52 
33 85 68 
30 77 61 
25 72 56 
27 70 55 
32 77 61 
24 71 55 
23 72 56 
232 180 163 
241 205 189 
230 167 147 
38 80 63 
40 85 66 
41 100 79 
49 117 94 
43 117 93 
58 134 110 
42 126 101 
54 149 122 
47 142 115 
68 159 133 
46 141 114 
44 133 107 
56 156 128 
55 145 116 
41 127 97 
42 110 85 
44 106 84 
26 85 65 
12 60 42 
31 76 60 
32 86 69 
23 55 44 
35 84 70 
33 82 66 
29 78 62 
40 85 69 
24 65 50 
23 68 52 
28 77 61 
233 180 160 
244 207 193 
237 170 149 
40 77 61 
40 85 66 
39 96 75 
48 116 93 
54 126 103 
47 125 101 
60 144 119 
65 160 133 
55 150 123 
55 142 116 
43 143 115 
67 160 133 
48 145 118 
39 129 100 
52 140 110 
42 116 90 
37 99 77 
39 98 77 
41 89 71 
22 67 51 
31 80 64 
26 58 47 
40 85 69 
30 77 61 
27 76 60 
36 81 65 
23 64 49 
31 74 59 
26 78 61 
233 180 160 
244 207 193 
237 170 149 
40 77 61 
40 85 66 
39 96 75 
48 116 93 
41 113 90 
52 130 106 
53 137 112 
45 138 111 
57 152 125 
45 123 99 
52 154 126 
60 155 128 
44 139 112 
44 136 107 
41 131 101 
48 127 100 
32 96 74 
29 86 65 
33 85 68 
35 80 64 
33 82 66 
20 67 51 
45 79 68 
32 81 65 
40 87 71 
29 74 58 
22 63 48 
31 72 57 
32 81 65 
233 180 160 
244 207 193 
239 172 151 
40 77 61 
46 88 70 
37 93 72 
48 116 93 
43 115 92 
55 133 109 
59 146 120 
38 131 104 
52 147 120 
37 120 95 
67 170 142 
65 162 135 
54 145 119 
56 154 124 
51 144 113 
56 135 108 
31 95 73 
40 96 75 
28 80 62 
28 71 56 
30 79 63 
30 84 67 
18 45 35 
26 80 63 
33 80 64 
31 78 62 
39 82 67 
32 73 58 
26 71 55 
233 180 160 
245 210 196 
234 165 145 
48 75 59 
46 88 70 
35 91 70 
49 117 94 
30 102 79 
54 132 108 
58 145 119 
54 145 119 
58 153 126 
60 147 121 
73 176 148 
52 149 122 
49 140 114 
44 144 116 
37 127 97 
38 119 92 
27 98 72 
40 102 80 
34 84 66 
27 67 55 
24 69 53 
19 66 50 
34 61 51 
50 93 78 
28 77 61 
37 84 68 
33 80 64 
14 50 36 
33 72 57 
233 180 160 
245 210 196 
232 165 144 
48 75 59 
47 89 71 
35 91 70 
50 115 93 
41 113 90 
53 131 107 
54 141 115 
45 138 111 
59 154 127 
68 159 133 
60 157 130 
41 134 107 
41 132 106 
48 148 120 
35 128 97 
50 134 105 
36 109 83 
30 95 73 
32 83 63 
27 68 53 
23 68 52 
39 86 70 
26 71 55 
46 75 66 
33 82 66 
31 76 59 
36 81 65 
36 77 62 
27 66 51 
233 180 160 
248 213 199 
232 165 144 
65 80 66 
47 89 71 
39 92 72 
50 118 95 
48 120 97 
52 133 108 
42 126 101 
33 124 98 
57 152 125 
61 156 129 
61 152 126 
47 142 115 
62 155 128 
48 148 120 
50 144 113 
34 120 90 
43 117 91 
37 105 82 
39 92 72 
26 73 57 
27 72 56 
32 79 63 
32 84 66 
21 38 35 
26 75 59 
26 76 58 
33 74 59 
33 80 64 
21 56 42 
233 180 160 
248 213 199 
232 165 144 
65 80 66 
46 88 70 
37 93 72 
43 111 88 
49 121 98 
52 135 110 
45 128 103 
51 142 116 
51 146 119 
73 168 141 
60 147 121 
50 147 120 
44 139 112 
65 163 133 
48 145 113 
46 134 104 
44 118 92 
33 104 78 
37 96 75 
37 87 69 
31 74 59 
22 69 53 
25 72 56 
29 52 47 
41 77 65 
30 79 63 
34 77 64 
42 87 71 
39 82 67 
236 181 160 
248 214 201 
232 167 146 
62 80 63 
46 88 70 
45 98 78 
41 109 86 
47 119 96 
54 138 113 
52 133 108 
57 148 122 
69 164 137 
69 166 139 
56 143 117 
68 165 138 
75 168 141 
53 151 121 
48 142 111 
40 133 102 
46 123 96 
37 110 84 
39 98 77 
24 76 58 
29 72 57 
27 72 56 
30 77 61 
30 70 58 
33 54 46 
28 75 59 
23 68 52 
21 66 50 
33 82 66 
236 181 160 
248 214 201 
232 167 146 
76 77 61 
44 86 68 
46 99 79 
41 109 86 
48 120 97 
45 126 101 
53 131 107 
44 135 109 
55 150 123 
47 144 117 
63 152 126 
61 161 133 
36 127 101 
44 139 112 
55 149 118 
44 136 107 
43 120 93 
37 111 85 
30 94 72 
35 90 71 
28 75 59 
26 71 55 
28 73 57 
30 75 59 
31 48 44 
32 77 61 
33 80 64 
38 87 71 
34 81 65 
236 181 160 
248 214 201 
232 167 146 
72 77 62 
44 86 68 
45 96 76 
52 120 97 
42 114 91 
46 127 102 
39 117 93 
49 138 112 
57 150 123 
54 151 124 
57 150 123 
34 131 104 
57 149 124 
52 147 120 
51 145 114 
48 140 111 
49 128 101 
49 126 99 
37 105 82 
32 88 67 
31 81 63 
29 72 57 
28 71 56 
29 72 57 
36 63 54 
34 56 51 
35 80 64 
25 79 62 
29 74 58 
243 185 163 
248 214 201 
235 175 153 
94 84 67 
43 85 67 
39 88 68 
51 116 94 
41 113 90 
53 131 107 
52 130 106 
46 133 107 
51 144 117 
48 148 120 
59 159 131 
78 169 143 
47 144 117 
43 138 111 
42 136 105 
49 139 110 
43 122 95 
49 128 101 
42 113 87 
38 97 76 
18 70 52 
24 69 53 
21 66 50 
23 66 51 
35 73 61 
13 15 16 
20 60 48 
32 79 63 
35 84 68 
243 185 163 
244 215 201 
235 175 153 
89 82 65 
43 85 67 
40 89 69 
52 117 95 
48 118 95 
43 121 97 
57 138 113 
63 150 124 
44 137 110 
58 155 128 
59 161 133 
63 150 124 
54 151 124 
67 165 135 
46 138 109 
57 147 118 
48 129 102 
54 133 106 
45 122 95 
34 96 74 
33 88 69 
41 88 72 
29 74 58 
28 71 56 
26 69 54 
34 55 52 
14 31 27 
31 80 64 
28 80 63 
243 185 163 
244 215 201 
235 175 153 
89 82 65 
43 85 67 
39 85 66 
51 116 94 
42 112 89 
35 111 87 
63 144 119 
49 133 108 
36 131 104 
61 158 131 
67 170 142 
52 141 115 
69 166 139 
62 160 130 
49 141 112 
51 144 115 
52 137 109 
43 122 95 
36 115 88 
31 93 71 
29 86 65 
25 77 59 
28 72 59 
34 77 62 
34 77 62 
33 69 55 
26 22 28 
26 73 57 
39 84 68 
243 185 163 
244 215 201 
237 178 158 
171 151 133 
43 85 67 
42 88 69 
46 110 88 
49 119 96 
41 117 93 
47 128 103 
55 139 114 
53 156 125 
57 155 125 
55 158 130 
54 149 122 
57 152 125 
58 153 126 
58 151 122 
52 148 118 
39 126 98 
43 122 95 
37 121 93 
36 108 85 
33 97 75 
35 91 70 
35 82 66 
21 64 49 
29 72 57 
32 68 54 
45 53 60 
20 34 30 
34 79 63 
243 185 163 
244 215 201 
237 178 158 
171 151 133 
42 83 62 
41 87 68 
38 102 80 
52 122 99 
49 123 99 
56 137 112 
45 128 103 
57 157 127 
56 152 122 
65 167 139 
57 150 123 
62 155 128 
51 150 118 
62 158 128 
44 140 110 
48 138 109 
42 123 96 
39 123 95 
48 127 100 
33 97 75 
19 75 54 
35 85 67 
23 70 54 
26 69 54 
26 64 52 
41 69 63 
38 34 40 
39 71 60 
243 185 163 
247 218 204 
237 178 158 
209 176 156 
42 83 62 
47 92 73 
38 100 78 
51 121 98 
55 129 105 
50 131 106 
47 128 101 
45 143 113 
49 145 115 
57 159 131 
59 152 125 
53 146 119 
58 159 127 
47 145 115 
54 150 120 
40 134 103 
38 123 95 
46 130 102 
52 136 108 
45 110 88 
39 98 77 
39 91 74 
32 79 63 
27 72 56 
31 70 55 
40 67 57 
32 53 50 
26 32 31 
250 191 171 
246 220 208 
236 178 159 
208 176 157 
36 75 54 
49 94 75 
40 99 78 
51 123 100 
50 124 100 
60 138 114 
60 141 114 
40 140 110 
51 144 115 
59 161 133 
53 148 121 
49 142 115 
50 149 117 
63 166 135 
62 160 130 
37 134 102 
44 131 103 
44 129 101 
32 113 86 
43 111 88 
36 95 74 
34 88 71 
32 81 65 
23 71 53 
17 56 41 
37 62 52 
38 73 63 
41 40 42 
250 191 171 
246 220 208 
236 178 159 
214 169 148 
42 79 59 
49 94 75 
42 101 80 
49 121 98 
50 124 100 
65 143 119 
56 137 110 
54 154 124 
65 161 131 
61 161 133 
50 150 122 
46 141 114 
56 152 122 
60 167 134 
47 147 117 
53 150 118 
46 133 105 
46 130 102 
39 122 97 
45 121 97 
32 94 72 
27 84 69 
33 85 68 
27 75 57 
22 65 50 
40 67 57 
25 59 49 
42 63 55 
250 191 171 
246 220 208 
236 178 159 
215 170 149 
40 76 59 
44 86 68 
43 100 79 
47 119 96 
53 125 102 
57 135 111 
47 128 101 
47 139 110 
51 154 123 
61 156 129 
55 157 129 
62 157 130 
55 151 121 
53 158 125 
52 156 125 
44 140 110 
50 138 108 
43 127 99 
42 126 101 
37 118 93 
44 109 88 
40 98 80 
39 91 73 
30 78 60 
31 75 58 
29 62 48 
29 65 53 
30 61 52 
249 186 165 
251 225 213 
230 178 161 
223 168 147 
54 86 69 
38 83 64 
42 95 75 
45 117 94 
48 122 98 
49 127 103 
51 132 105 
59 146 118 
54 157 126 
48 143 116 
48 150 122 
63 158 131 
52 150 120 
52 152 124 
58 161 133 
54 154 124 
49 142 111 
41 125 97 
55 145 116 
43 130 104 
48 122 98 
21 82 62 
32 84 67 
38 88 70 
27 72 56 
29 68 52 
41 71 60 
32 61 52 
249 186 165 
251 225 213 
230 178 161 
223 168 147 
52 86 69 
35 80 61 
40 91 71 
46 116 93 
40 114 90 
44 120 96 
52 133 108 
52 133 108 
61 161 131 
52 147 120 
65 167 139 
50 143 116 
53 150 123 
50 150 122 
54 157 129 
56 156 126 
54 151 119 
38 128 99 
50 140 111 
38 127 101 
30 108 84 
42 109 88 
40 94 77 
35 85 67 
20 67 51 
21 64 49 
31 67 53 
39 64 54 
249 186 165 
250 226 214 
230 178 161 
232 170 146 
55 82 66 
35 80 61 
36 85 65 
49 117 94 
48 120 97 
47 121 97 
46 124 100 
51 132 107 
51 147 117 
65 165 137 
72 172 144 
57 152 125 
58 158 130 
46 146 118 
66 168 140 
51 151 121 
65 163 133 
44 134 105 
48 135 107 
56 149 120 
55 133 109 
45 117 95 
34 99 78 
35 87 70 
44 91 75 
38 83 67 
24 67 52 
27 59 48 
249 186 165 
250 226 214 
223 180 165 
232 170 146 
60 78 61 
44 89 70 
41 87 68 
47 112 90 
50 122 99 
47 121 97 
41 119 95 
52 133 108 
59 151 122 
50 150 122 
38 135 108 
50 152 124 
49 146 119 
60 162 134 
41 143 115 
47 147 119 
55 158 127 
57 150 121 
45 130 102 
46 139 110 
37 118 93 
47 119 96 
46 115 94 
19 81 63 
35 84 68 
24 73 57 
19 62 47 
26 67 52 
249 186 165 
249 225 213 
222 181 166 
237 170 147 
60 78 61 
48 90 72 
41 87 68 
48 112 90 
51 125 101 
46 120 96 
43 121 97 
48 129 104 
44 131 105 
39 136 109 
45 140 113 
72 174 146 
60 153 126 
62 165 137 
42 148 119 
60 160 132 
48 151 120 
55 153 123 
50 137 109 
44 134 105 
41 134 105 
43 119 95 
40 110 87 
25 92 71 
28 83 66 
38 87 71 
16 61 45 
35 76 61 
